R1	2014	01	05	00	55	1
R1	2014	01	05	01	00	3
R1	2014	01	05	01	05	12
R1	2014	01	05	01	10	17
R1	2014	01	05	01	15	17
R1	2014	01	05	01	20	10
R1	2014	01	05	01	25	6
R1	2014	01	05	01	30	6
R1	2014	01	05	01	35	4
R1	2014	01	05	01	40	7
R1	2014	01	05	01	45	4
R1	2014	01	05	01	50	4
R1	2014	01	05	01	55	4
R1	2014	01	05	02	00	4
R1	2014	01	05	02	05	1
R1	2014	01	05	02	10	1
R1	2014	01	05	02	15	3
R1	2014	01	05	02	20	3
R1	2014	01	05	02	25	1
R1	2014	01	05	02	30	1
R1	2014	01	05	02	35	3
R1	2014	01	05	02	40	1
R1	2014	01	05	02	45	3
R1	2014	01	05	02	50	3
R1	2014	01	05	02	55	3
R1	2014	01	05	03	00	1
R1	2014	01	05	03	05	2
R1	2014	01	05	03	10	0
R1	2014	01	05	03	15	0
R1	2014	01	05	03	20	0
R1	2014	01	05	03	25	0
R1	2014	01	05	03	30	0
R1	2014	01	05	03	35	0
R1	2014	01	05	03	40	0
R1	2014	01	05	03	45	0
R1	2014	01	05	03	50	0
R1	2014	01	05	03	55	0
R1	2014	01	05	04	00	0
R1	2014	01	05	04	05	0
R1	2014	01	05	04	10	0
R1	2014	01	05	04	15	0
R1	2014	01	05	04	20	0
R1	2014	01	05	04	25	0
R1	2014	01	05	04	30	0
R1	2014	01	05	04	35	0
R1	2014	01	05	04	40	0
R1	2014	01	05	04	45	0
R1	2014	01	05	04	50	0
R1	2014	01	05	04	55	0
R1	2014	01	05	05	00	0
R1	2014	01	05	05	05	0
R1	2014	01	05	05	10	0
R1	2014	01	05	05	15	0
R1	2014	01	05	05	20	0
R1	2014	01	05	05	25	0
R1	2014	01	05	05	30	0
R1	2014	01	05	05	35	0
R1	2014	01	05	05	40	0
R1	2014	01	05	05	45	0
R1	2014	01	05	05	50	0
R1	2014	01	05	05	55	0
R1	2014	01	05	06	00	0
R1	2014	01	05	06	05	0
R1	2014	01	05	06	10	0
R1	2014	01	05	06	15	0
R1	2014	01	05	06	20	0
R1	2014	01	05	06	25	0
R1	2014	01	05	06	30	0
R1	2014	01	05	06	35	0
R1	2014	01	05	06	40	0
R1	2014	01	05	06	45	0
R1	2014	01	05	06	50	0
R1	2014	01	05	06	55	0
R1	2014	01	05	07	00	0
R1	2014	01	05	07	05	0
R1	2014	01	05	07	10	0
R1	2014	01	05	07	15	0
R1	2014	01	05	07	20	0
R1	2014	01	05	07	25	0
R1	2014	01	05	07	30	0
R1	2014	01	05	07	35	0
R1	2014	01	05	07	40	0
R1	2014	01	05	07	45	0
R1	2014	01	05	07	50	0
R1	2014	01	05	07	55	0
R1	2014	01	05	08	00	0
R1	2014	01	05	08	05	0
