R1	2014	01	11	03	40	1
R1	2014	01	11	03	45	0
R1	2014	01	11	03	50	0
R1	2014	01	11	03	55	0
R1	2014	01	11	04	00	0
R1	2014	01	11	04	05	0
R1	2014	01	11	04	10	0
R1	2014	01	11	04	15	2
R1	2014	01	11	04	20	0
R1	2014	01	11	04	25	0
R1	2014	01	11	04	30	0
R1	2014	01	11	04	35	0
R1	2014	01	11	04	40	0
R1	2014	01	11	04	45	0
R1	2014	01	11	04	50	0
R1	2014	01	11	04	55	0
R1	2014	01	11	05	00	0
R1	2014	01	11	05	05	0
R1	2014	01	11	05	10	0
R1	2014	01	11	05	15	0
R1	2014	01	11	05	20	0
R1	2014	01	11	05	25	0
R1	2014	01	11	05	30	0
R1	2014	01	11	05	35	0
R1	2014	01	11	05	40	0
R1	2014	01	11	05	45	0
R1	2014	01	11	05	50	0
R1	2014	01	11	05	55	0
R1	2014	01	11	06	00	0
R1	2014	01	11	06	05	0
R1	2014	01	11	06	10	0
R1	2014	01	11	06	15	0
R1	2014	01	11	06	20	0
R1	2014	01	11	06	25	0
R1	2014	01	11	06	30	0
R1	2014	01	11	06	35	0
R1	2014	01	11	06	40	0
R1	2014	01	11	06	45	0
R1	2014	01	11	06	50	0
R1	2014	01	11	06	55	0
R1	2014	01	11	07	00	0
R1	2014	01	11	07	05	0
R1	2014	01	11	07	10	0
R1	2014	01	11	07	15	0
R1	2014	01	11	07	20	0
R1	2014	01	11	07	25	0
R1	2014	01	11	07	30	0
R1	2014	01	11	07	35	0
R1	2014	01	11	07	40	0
R1	2014	01	11	07	45	0
R1	2014	01	11	07	50	0
R1	2014	01	11	07	55	0
R1	2014	01	11	08	00	0
R1	2014	01	11	08	05	2
R1	2014	01	11	08	10	2
R1	2014	01	11	08	15	4
R1	2014	01	11	08	20	4
R1	2014	01	11	08	25	2
R1	2014	01	11	08	30	4
R1	2014	01	11	08	35	4
R1	2014	01	11	08	40	4
R1	2014	01	11	08	45	2
R1	2014	01	11	08	50	2
R1	2014	01	11	08	55	0
R1	2014	01	11	09	00	0
R1	2014	01	11	09	05	0
R1	2014	01	11	09	10	0
R1	2014	01	11	09	15	0
R1	2014	01	11	09	20	0
R1	2014	01	11	09	25	0
R1	2014	01	11	09	30	0
R1	2014	01	11	09	35	0
R1	2014	01	11	09	40	0
R1	2014	01	11	09	45	0
R1	2014	01	11	09	50	0
R1	2014	01	11	09	55	0
R1	2014	01	11	10	00	4
R1	2014	01	11	10	05	7
R1	2014	01	11	10	10	2
R1	2014	01	11	10	15	2
R1	2014	01	11	10	20	5
R1	2014	01	11	10	25	0
R1	2014	01	11	10	30	0
R1	2014	01	11	10	35	0
R1	2014	01	11	10	40	2
R1	2014	01	11	10	45	0
