R1	2014	01	17	16	35	3
R1	2014	01	17	16	40	0
R1	2014	01	17	16	45	0
R1	2014	01	17	16	50	0
R1	2014	01	17	16	55	0
R1	2014	01	17	17	00	6
R1	2014	01	17	17	05	9
R1	2014	01	17	17	10	12
R1	2014	01	17	17	15	16
R1	2014	01	17	17	20	12
R1	2014	01	17	17	25	9
R1	2014	01	17	17	30	6
R1	2014	01	17	17	35	3
R1	2014	01	17	17	40	3
R1	2014	01	17	17	45	0
R1	2014	01	17	17	50	3
R1	2014	01	17	17	55	3
R1	2014	01	17	18	00	3
R1	2014	01	17	18	05	0
R1	2014	01	17	18	10	0
R1	2014	01	17	18	15	3
R1	2014	01	17	18	20	5
R1	2014	01	17	18	25	5
R1	2014	01	17	18	30	8
R1	2014	01	17	18	35	11
R1	2014	01	17	18	40	11
R1	2014	01	17	18	45	13
R1	2014	01	17	18	50	13
R1	2014	01	17	18	55	8
R1	2014	01	17	19	00	5
R1	2014	01	17	19	05	5
R1	2014	01	17	19	10	7
R1	2014	01	17	19	15	5
R1	2014	01	17	19	20	7
R1	2014	01	17	19	25	7
R1	2014	01	17	19	30	7
R1	2014	01	17	19	35	2
R1	2014	01	17	19	40	2
R1	2014	01	17	19	45	5
R1	2014	01	17	19	50	7
R1	2014	01	17	19	55	7
R1	2014	01	17	20	00	5
R1	2014	01	17	20	05	5
R1	2014	01	17	20	10	5
R1	2014	01	17	20	15	5
R1	2014	01	17	20	20	5
R1	2014	01	17	20	25	5
R1	2014	01	17	20	30	5
R1	2014	01	17	20	35	8
R1	2014	01	17	20	40	5
R1	2014	01	17	20	45	10
R1	2014	01	17	20	50	8
R1	2014	01	17	20	55	10
R1	2014	01	17	21	00	5
R1	2014	01	17	21	05	2
R1	2014	01	17	21	10	0
R1	2014	01	17	21	15	0
R1	2014	01	17	21	20	0
R1	2014	01	17	21	25	0
R1	2014	01	17	21	30	0
R1	2014	01	17	21	35	0
R1	2014	01	17	21	40	0
R1	2014	01	17	21	45	0
R1	2014	01	17	21	50	0
R1	2014	01	17	21	55	0
R1	2014	01	17	22	00	0
R1	2014	01	17	22	05	0
R1	2014	01	17	22	10	0
R1	2014	01	17	22	15	1
R1	2014	01	17	22	20	1
R1	2014	01	17	22	25	2
R1	2014	01	17	22	30	0
R1	2014	01	17	22	35	0
R1	2014	01	17	22	40	0
R1	2014	01	17	22	45	0
R1	2014	01	17	22	50	0
R1	2014	01	17	22	55	0
R1	2014	01	17	23	00	0
R1	2014	01	17	23	05	0
R1	2014	01	17	23	10	0
R1	2014	01	17	23	15	0
R1	2014	01	17	23	20	0
R1	2014	01	17	23	25	0
R1	2014	01	17	23	30	0
R1	2014	01	17	23	35	0
R1	2014	01	17	23	40	0
R1	2014	01	17	23	45	0
R1	2014	01	17	23	50	0
R1	2014	01	17	23	55	0
R1	2014	01	18	00	00	0
R1	2014	01	18	00	05	0
R1	2014	01	18	00	10	0
R1	2014	01	18	00	15	0
R1	2014	01	18	00	20	0
R1	2014	01	18	00	25	0
R1	2014	01	18	00	30	0
R1	2014	01	18	00	35	0
R1	2014	01	18	00	40	0
R1	2014	01	18	00	45	0
R1	2014	01	18	00	50	0
R1	2014	01	18	00	55	0
R1	2014	01	18	01	00	0
R1	2014	01	18	01	05	0
R1	2014	01	18	01	10	0
R1	2014	01	18	01	15	0
R1	2014	01	18	01	20	0
R1	2014	01	18	01	25	0
R1	2014	01	18	01	30	0
R1	2014	01	18	01	35	0
R1	2014	01	18	01	40	0
R1	2014	01	18	01	45	0
R1	2014	01	18	01	50	0
R1	2014	01	18	01	55	0
R1	2014	01	18	02	00	0
R1	2014	01	18	02	05	0
R1	2014	01	18	02	10	0
R1	2014	01	18	02	15	0
R1	2014	01	18	02	20	0
R1	2014	01	18	02	25	0
R1	2014	01	18	02	30	0
R1	2014	01	18	02	35	0
R1	2014	01	18	02	40	0
R1	2014	01	18	02	45	0
R1	2014	01	18	02	50	0
R1	2014	01	18	02	55	0
R1	2014	01	18	03	00	0
R1	2014	01	18	03	05	0
R1	2014	01	18	03	10	0
R1	2014	01	18	03	15	0
R1	2014	01	18	03	20	0
R1	2014	01	18	03	25	0
